name,url,rss,api,country,state,city,coverage,category,industry,source_type,signals,language,free,notes,feed_checked,feed_kind,feed_role
National Venture Capital Association,https://nvca.org,,,United States,,,United States,Venture Capital,Technology,Industry Association,Funding; Venture Capital; Policy; Market Trends,English,Free,Official source URL verified on 2026-07-27.,,,
New Jersey Economic Development Authority,https://www.njeda.gov,,,United States,New Jersey,,State,Economic Development,Government,Government Agency,Economic Development; Grant; New Facility; Hiring Plans,English,Free,Official source URL verified on 2026-07-27.,,,
New Mexico Economic Development Department,https://edd.newmexico.gov,,,United States,New Mexico,,State,Economic Development,Government,Government Agency,Economic Development; New Facility; Hiring Plans; Manufacturing Expansion,English,Free,Official source URL verified on 2026-07-27.,,,
New York City Economic Development Corporation,https://edc.nyc,,,United States,New York,New York,City,Economic Development,Government,Economic Development Organization,Economic Development; New Facility; Hiring Plans; Geographic Expansion,English,Free,Official source URL verified on 2026-07-27.,,,
New York Times Business,https://www.nytimes.com/section/business,https://rss.nytimes.com/services/xml/rss/nyt/Business.xml,,United States,,,United States / Global,Business News,Multi-industry,News Organization,Companies; Executive Hire; Acquisition; Labor Market Trends; Regulation,English,Free/Paid,"Official source URL verified on 2026-07-27. Feed verified through the collector's own fetch/parse path, 2026-07-29: robots.txt allows it and items parse. 25 items on the verification fetch. Paywalled publisher, open headline feed: headline, teaser and the publisher's own link are stored, which is ordinary citation.",2026-07-29 200 ok,rss,direct
NIST,https://www.nist.gov,,,United States,,,United States,Government Research,Science & Technology,Government Agency,Technology; Cybersecurity; AI; Standards; Research,English,Free,Official source URL verified on 2026-07-27.,,,
NVIDIA Newsroom,https://nvidianews.nvidia.com,https://nvidianews.nvidia.com/releases.xml,,United States,,,Global,Company Newsroom,Semiconductors; AI,Company Newsroom,AI; Product Launch; Partnership; Earnings; New Facility,English,Free,"Official source URL verified on 2026-07-27. Feed verified through the collector's own fetch/parse path, 2026-07-29: robots.txt allows it and items parse. 20 items on the verification fetch. Employer's own newsroom.",2026-07-29 200 ok,rss,direct
O*NET OnLine,https://www.onetonline.org,,,United States,,,United States,Skills Intelligence,Labor Market,Government-Sponsored Database,Skills Trends; Occupation Data; Workforce Planning,English,Free,Official source URL verified on 2026-07-27.,,,
Ohio Department of Development,https://development.ohio.gov,,,United States,Ohio,,State,Economic Development,Government,Government Agency,Economic Development; Grant; New Facility; Hiring Plans,English,Free,Official source URL verified on 2026-07-27.,,,
OpenAI News,https://openai.com/news,,,United States,,,Global,Company Newsroom,Artificial Intelligence,Company Newsroom,AI; Product Launch; Partnership; Research; Executive Hire,English,Free,Official source URL verified on 2026-07-27.,,,
Orange County Business Journal,https://www.ocbj.com,,,United States,California,Irvine,Metro,Business Journal,Multi-industry,Business Journal,Companies; Executive Hire; Hiring Plans; Funding; Office Opening,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
Orlando Economic Partnership,https://theorlando.org,,,United States,Florida,Orlando,Metro,Economic Development,Government,Economic Development Organization,Economic Development; New Facility; Hiring Plans; Geographic Expansion,English,Free,Official source URL verified on 2026-07-27.,,,
People Data Labs,https://www.peopledatalabs.com,,,United States,CA,San Francisco,Global,Workforce Intelligence,Technology,Workforce Intelligence,Headcount Growth; Employees Added,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
Pew Research Center,https://www.pewresearch.org,,,United States,,,United States / Global,Research Institute,Public Policy,Research Organization,Workforce Trends; Technology; Demographics; Policy,English,Free,Official source URL verified on 2026-07-27.,,,
Phoenix Business Journal,https://www.bizjournals.com/phoenix,,,United States,Arizona,Phoenix,Metro,Business Journal,Multi-industry,Business Journal,Companies; Executive Hire; Hiring Plans; Funding; Office Opening,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
A commercial private-capital database,,,,United States,,,Global,Private Capital Intelligence,Finance,Data Provider,Funding; Acquisition; Private Equity; Venture Capital; Companies,English,Paid,"Commercial data provider, never wired; name and URL withheld per the standalone-brand rule (2026-08-03). Original verdict: official source URL verified on 2026-07-27. Do not wire.",,,
Pittsburgh Business Times,https://www.bizjournals.com/pittsburgh,,,United States,PA,Pittsburgh,Local,Business Journal,Robotics,Business Journal,Funding; Hiring,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.bizjournals.com/pittsburgh/feed returned HTTP 403 bot block.",2026-07-29 dead: HTTP 403 bot block,,
Pittsburgh Regional Alliance,https://pittsburghregion.org,,,United States,Pennsylvania,Pittsburgh,Metro,Economic Development,Government,Economic Development Organization,Economic Development; New Facility; Hiring Plans; Geographic Expansion,English,Free,Official source URL verified on 2026-07-27.,,,
Plug and Play Tech Center,https://www.plugandplaytechcenter.com,,,United States,CA,Sunnyvale,Global,Startup Accelerator,Technology,Startup Accelerator,Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
Potomac Tech Wire,https://potomactechwire.com,,,United States,DC,Washington,Regional,Newsletter,Technology,Newsletter,Government Contract; Funding,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
PR Newswire,https://www.prnewswire.com,,,United States,,,Global,Press Release Service,Multi-industry,Press Release Service,Earnings; Funding; Product Launch; Partnership; Executive Hire,English,Free/Paid,"Official source URL verified on 2026-07-27. NOT WIRED, checked 2026-07-30 against the recall rejection audit (publisher_not_wired, 1 miss: us_funding_large:augustus 2026-07-21). A wire, so not an aggregator by this repo's own policy (see the Business Wire row); the database already cites prnewswire.com on 3 rows. The refusal is that there is nothing to fetch: robots.txt is 200 and disallows only /templates/*, /widget-landing-page.html and /multivu/ — it does NOT disallow a feed — but 11 of 15 candidate paths 404 and the other 4 answer 200 with 0 parseable items, and the HTML head declares no rel=alternate. robots.txt advertises sitemap-news.xml per language; a news sitemap yields 0 items through national_press.parse(), measured on this host. Do not re-probe paths — the route to this publisher is google_news resolving to the release URL.","2026-07-30 no feed published (15 paths, no rel=alternate)",,
Puget Sound Business Journal,https://www.bizjournals.com/seattle,,,United States,WA,Seattle,Local,Business Journal,General,Business Journal,Hiring; Layoffs,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.bizjournals.com/seattle/feed returned HTTP 403 bot block.",2026-07-29 dead: HTTP 403 bot block,,
PwC,https://www.pwc.com,,,United States,,,Global,Professional Services Research,Multi-industry,Professional Services Firm,Workforce Trends; M&A; Technology; Regulation; Industry Trends,English,Free,Official source URL verified on 2026-07-27.,,,
PYMNTS,https://www.pymnts.com,https://www.pymnts.com/feed/,,United States,MA,Boston,Global,Trade Publication,FinTech,Trade Publication,M&A; Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Quartz,https://qz.com,,,United States,,,Global,Business News,Multi-industry,News Organization,Companies; Economics; Technology; Labor Market Trends,English,Free/Paid,"Official source URL verified on 2026-07-27. Feed verified through the collector's own fetch/parse path, 2026-07-29: robots.txt allows it and items parse. 13 items on the verification fetch. Re-probed 2026-08-02: a well-formed channel with zero items, twice.","2026-08-02 not live (200, 0 items: empty channel) (https://qz.com/rss)",,direct
RecruitingDaily,https://recruitingdaily.com,,,United States,CT,Middlebury,Global,Trade Publication,Recruiting Technology,Trade Publication,Funding; HR Tech,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Re-probed 2026-08-02: newest item 2024-07, the publisher has stopped.",2026-08-02 not live (200 but the newest item is 753d old) (https://recruitingdaily.com/feed/),,direct
Refresh Miami,https://refreshmiami.com,https://refreshmiami.com/feed/,,United States,FL,Miami,Local,Startup Ecosystem,Technology,Startup Ecosystem,Funding; Office Opening,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Rest of World,https://restofworld.org,https://restofworld.org/feed/,,United States,NY,New York,Global,Technology News,Technology,Technology News,Labor Market Trends,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Retail Dive,https://www.retaildive.com,https://www.retaildive.com/feeds/news/,,United States,DC,Washington,National,Trade Publication,Retail,Trade Publication,Office Closure; Hiring,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Reuters,https://www.reuters.com,,,United States,,,Global,Global Business News,Multi-industry,News Organization,Companies; Markets; Acquisition; Earnings; Executive Hire; Regulation,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
S&P Global,https://www.spglobal.com,,,United States,,,Global,Market Intelligence,Finance,Data Provider,Markets; Companies; Credit; Earnings; M&A,English,Paid,Official source URL verified on 2026-07-27.,,,
SaaStr,https://www.saastr.com,https://www.saastr.com/feed/,,United States,CA,San Francisco,Global,Community,SaaS,Community,Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
SAM.gov,https://sam.gov,,,United States,,,United States,Public Procurement,Government,Government Portal,Procurement; Federal Contract; Government Contract,English,Free,Official source URL verified on 2026-07-27.,,,
San Francisco Business Times,https://www.bizjournals.com/sanfrancisco,,,United States,CA,San Francisco,Local,Business Journal,General,Business Journal,Office Opening; Executive Hire,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.bizjournals.com/sanfrancisco/feed returned HTTP 403 bot block.",2026-07-29 dead: HTTP 403 bot block,,
SBIR/STTR Awards,https://www.sbir.gov,,,United States,DC,Washington,National,Government Open Data,Deep Tech,Government Open Data,Grants; Spinouts,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.sbir.gov/rss returned HTTP 404.",2026-07-29 dead: HTTP 404,,
Science,https://www.science.org,,,United States,,,Global,Research Publication,Science & Technology,Publication,Research Publication; Biotechnology; University Research; Grant,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
SEC EDGAR,https://www.sec.gov/edgar,,,United States,,,United States,SEC Filings,Finance,Regulator,Earnings; IPO; Acquisition; Executive Hire; Company Filings,English,Free,Official source URL verified on 2026-07-27.,,,
SelectUSA,https://www.trade.gov/selectusa,,,United States,,,Global,Economic Development,Government,Government Program,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
Sequoia Capital,https://www.sequoiacap.com,,,United States,,,Global,Venture Capital,Technology,VC Firm,Funding; Portfolio Companies; AI; Startups,English,Free,Official source URL verified on 2026-07-27.,,,
Silicon Hills News,https://siliconhillsnews.com,https://siliconhillsnews.com/feed/,,United States,TX,Austin,Local,Startup Ecosystem,Technology,Startup Ecosystem,Funding; Relocation; Facility Expansion,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Silicon Valley Business Journal,https://www.bizjournals.com/sanjose,,,United States,CA,San Jose,Local,Business Journal,Technology,Business Journal,Layoffs; HQ Relocation,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.bizjournals.com/sanjose/feed returned HTTP 403 bot block.",2026-07-29 dead: HTTP 403 bot block,,
SOSV,https://sosv.com,,,United States,NY,Princeton,Global,Venture Capital,Deep Tech,Venture Capital,Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
South Florida Business Journal,https://www.bizjournals.com/southflorida,,,United States,FL,Miami,Local,Business Journal,General,Business Journal,Office Opening,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.bizjournals.com/southflorida/feed returned HTTP 404.",2026-07-29 dead: HTTP 404,,
SpaceNews,https://spacenews.com,https://spacenews.com/feed/,,United States,VA,Alexandria,Global,Trade Publication,Aerospace,Trade Publication,Government Contract,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
Staffing Industry Analysts,https://www2.staffingindustry.com,,,United States,CA,Mountain View,Global,Trade Publication,Staffing,Trade Publication,M&A; Labor Market Trends,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www2.staffingindustry.com/rss/feed/SIA_Daily_News returned HTTP 403 bot block.",2026-07-29 dead: HTTP 403 bot block,,
Stanford Office of Technology Licensing,https://otl.stanford.edu/news,,,United States,CA,Palo Alto,Local,University Innovation,Deep Tech,University Innovation,Spinouts,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
Startup Genome,https://startupgenome.com,,,United States,,,Global,Startup Ecosystem,Technology,Research Organization,Startup Ecosystem; Funding; Economic Development; Innovation,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
StartX,https://startx.com,,,United States,CA,Palo Alto,Local,Startup Accelerator,Technology,Startup Accelerator,Spinouts,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
STAT News,https://www.statnews.com,https://www.statnews.com/feed/,,United States,MA,Boston,Global,Trade Publication,Healthcare,Trade Publication,FDA Approval; Clinical Trial,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
StrictlyVC,https://www.strictlyvc.com,,,United States,CA,San Francisco,Global,Newsletter,Venture Capital,Newsletter,Seed Funding; Series A,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Re-probed 2026-08-02: newest item 2020-04, the publisher has stopped.",2026-08-02 not live (200 but the newest item is 2289d old) (https://www.strictlyvc.com/feed/),,direct
Supply Chain Dive,https://www.supplychaindive.com,https://www.supplychaindive.com/feeds/news/,,United States,DC,Washington,National,Trade Publication,Logistics,Trade Publication,Facility Expansion,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
TechCrunch,https://techcrunch.com,https://techcrunch.com/feed/,,United States,,,Global,Startup & Technology News,Technology,News Organization,Funding; Startups; AI; Product Launch; Venture Capital,English,Free/Paid,"Official source URL verified on 2026-07-27. Feed verified through the collector's own fetch/parse path, 2026-07-29: robots.txt allows it and items parse. 20 items on the verification fetch.",2026-07-29 200 ok,rss,direct
Technical.ly,https://technical.ly,,,United States,PA,Philadelphia,Local,Technology Community,Technology,Technology Community,Hiring; Funding,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://technical.ly/feed/ returned serves HTML, the feed was withdrawn.","2026-07-29 dead: serves HTML, the feed was withdrawn",,
Techstars,https://www.techstars.com/portfolio,,,United States,CO,Boulder,Global,Startup Accelerator,Technology,Startup Accelerator,Funding; Accelerator,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
The Block,https://www.theblock.co,https://www.theblock.co/rss.xml,,United States,NY,New York,Global,Technology News,FinTech,Technology News,Funding; Layoffs,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
The Carlyle Group,https://www.carlyle.com,,,United States,,,Global,Private Equity,Multi-industry,Private Equity Firm,Acquisition; Investment; Portfolio Companies; Executive Hire,English,Free,Official source URL verified on 2026-07-27.,,,
The Information,https://www.theinformation.com,,,United States,,,Global,Technology & Business News,Technology,News Organization,Startups; Funding; Executive Hire; Product Launch; Technology,English,Paid,Official source URL verified on 2026-07-27.,,,
The Wall Street Journal,https://www.wsj.com,,,United States,,,Global,Global Business News,Multi-industry,News Organization,Companies; Markets; Executive Hire; IPO; Acquisition,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
Thoma Bravo,https://www.thomabravo.com,,,United States,,,Global,Private Equity,Technology,Private Equity Firm,Acquisition; Investment; Portfolio Companies; Software,English,Free,Official source URL verified on 2026-07-27.,,,
Triangle Business Journal,https://www.bizjournals.com/triangle,,,United States,NC,Raleigh,Local,Business Journal,Biotechnology,Business Journal,Facility Expansion,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.bizjournals.com/triangle/feed returned HTTP 403 bot block.",2026-07-29 dead: HTTP 403 bot block,,
TrueUp,https://www.trueup.io,,,United States,,,Global,Labor Market Intelligence,Technology,Labor Market Intelligence,Hiring Freeze; Layoffs; Job Postings,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
U.S. Chamber of Commerce,https://www.uschamber.com,,,United States,,,National,Business Association,Multi-industry,Business Association,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
U.S. Department of Commerce,https://www.commerce.gov,,,United States,,,National,Government Agency,Government,Government Agency,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
U.S. Patent and Trademark Office,https://www.uspto.gov,,,United States,,,United States,Patent & Trademark Database,Intellectual Property,Government Agency,Patent; Trademark; Technology; Company Research,English,Free,Official source URL verified on 2026-07-27.,,,
US Census Bureau (Business),https://www.census.gov/econ/,,,United States,DC,Washington,National,Government Open Data,General,Government Open Data,Business Formation,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
US Department of Labor (Foreign Labor),https://www.dol.gov/agencies/eta/foreign-labor/performance,,,United States,DC,Washington,National,Government Open Data,General,Government Open Data,Visa Sponsorship; Hiring Plans,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
US State WARN Notices,https://www.dol.gov/agencies/eta/layoffs/warn,,,United States,,,National,Government Open Data,General,Government Open Data,Layoffs; Office Closure,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,,
USAspending,https://www.usaspending.gov,,,United States,,,United States,Government Open Data,Government,Government Portal,Federal Contract; Grant; Government Contract; Procurement,English,Free,Official source URL verified on 2026-07-27.,,,
USDA Economic Research Service,https://www.ers.usda.gov,,,United States,,,National,Government Research,Agriculture,Government Agency,Companies; Funding; Hiring; Partnership; Economic Development,English,Free/Paid,Official source URL verified on 2026-07-27.,,,
USPTO,https://www.uspto.gov,https://www.uspto.gov/rss.xml,,United States,DC,Washington,National,Government Open Data,General,Government Open Data,Patent; Innovation,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector.",,rss,direct
VentureBeat,https://venturebeat.com,https://venturebeat.com/feed/,,United States,,,Global,Technology News,Technology,News Organization,AI; Product Launch; Funding; Startups; Cybersecurity,English,Free/Paid,"Official source URL verified on 2026-07-27. Feed verified through the collector's own fetch/parse path, 2026-07-29: robots.txt allows it and items parse. 7 items on the verification fetch.",2026-07-29 200 ok,rss,direct
Washington Business Journal,https://www.bizjournals.com/washington,,,United States,DC,Washington,Local,Business Journal,Defense,Business Journal,Government Contract,English,Paid,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://www.bizjournals.com/washington/feed returned HTTP 404.",2026-07-29 dead: HTTP 404,,
World Bank Open Data,https://data.worldbank.org,,,United States,,,Global,Economic Development Data,Economics,International Organization,Economic Development; Labor Market Trends; Industry Data; Education,English,Free,Official source URL verified on 2026-07-27.,,,
WRAL TechWire,https://wraltechwire.com,,,United States,NC,Raleigh,Local,Technology Community,Technology,Technology Community,Funding; Hiring Plans,English,Free,"Supplied by the owner, 2026-07-27. Not yet read by a collector. Feed retired 2026-07-29: https://wraltechwire.com/feed/ returned serves HTML, the feed was withdrawn.","2026-07-29 dead: serves HTML, the feed was withdrawn",,
Y Combinator,https://www.ycombinator.com,,,United States,,,Global,Startup Ecosystem,Technology,Accelerator,Startups; Funding; Hiring; University Spinout,English,Free,Official source URL verified on 2026-07-27.,,,
Yahoo Finance,https://finance.yahoo.com,,,United States,,,Global,Financial News,Multi-industry,News Organization,Markets; Companies; Earnings; IPO; Financial Results,English,Free/Paid,"Official source URL verified on 2026-07-27. NOT WIRED, and this one is a POLICY refusal rather than a mechanical one, recorded 2026-07-30 against the recall rejection audit (publisher_not_wired, 1 miss: intl_leadership:clinigen GB 2026-07-20, which the audit itself describes as 'Clinigen press release via Yahoo Finance'). news.yahoo.com is in both national_press._AGGREGATOR_HOSTS and validate._BLOCKED_SOURCE_HOSTS, and both sets are reduced to registrable domains, so yahoo.com is blocked on every subdomain — finance.yahoo.com included. A feed listed here would be refused at load time with a line in the run log, so adding one would only produce a loud daily refusal. The existing answer to a syndicated release is validate.prefer_canonical, which follows the document's own rel=canonical to the publisher and stores THAT; it was measured on the three live *.yahoo.com rows. Do not wire a yahoo.com feed.",2026-07-30 refused: aggregator domain (yahoo.com),,
ZipRecruiter Economic Research,https://www.ziprecruiter.com/blog/category/economic-research/,,,United States,,,Global,Labor Market Intelligence,Labor Market,Research Provider,Job Postings; Hiring Plans; Salary Trends; Labor Market Trends,English,Free,Official source URL verified on 2026-07-27.,,,
Busqueda,https://www.busqueda.com.uy,,,Uruguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. /rss/ 404 (subscription weekly); needs HTML parsing [tried: https://www.busqueda.com.uy/rss/] Feed not wired: not live (404, 0 items) ().","2026-07-29 not live (404, 0 items)",,direct
El Observador,https://www.elobservador.com.uy,https://www.elobservador.com.uy/rss/pages/economia.xml,,Uruguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
El Pais Uruguay,https://www.elpais.com.uy,,,Uruguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. all RSS paths return 403 to automated clients; needs HTML parsing (El Observador covers Uruguay instead) [tried: https://www.elpais.com.uy/rss/] Feed not wired: not live (403, 0 items) ().","2026-07-29 not live (403, 0 items)",,direct
Montevideo Portal,https://www.montevideo.com.uy,https://www.montevideo.com.uy/anxml.aspx?59,,Uruguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Uruguay XXI,https://www.uruguayxxi.gub.uy,,,Uruguay,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. investment-promotion agency, no feed (404); needs HTML parsing [tried: https://www.uruguayxxi.gub.uy/es/feed/] Feed not wired: not live (404, 0 items) ().","2026-07-29 not live (404, 0 items)",,direct
Daryo,https://daryo.uz,,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Uzbek,Free,"Verified by the apac region audit, 2026-07-29. news portal; no working RSS: this URL serves HTML; needs an HTML parser; served HTML not XML (ctype=text/html;charset=utf-8) Feed not wired: not live (200, 0 items) (https://daryo.uz/feed/).","2026-07-29 not live (200, 0 items)",,direct
Gazeta.uz,https://www.gazeta.uz,https://www.gazeta.uz/rss/,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Russian,Free,"Verified by the apac region audit, 2026-07-29. Leading online daily",2026-07-29 200 ok,rss,direct
IT Park Uzbekistan,https://it-park.uz,,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Government IT park agency; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://it-park.uz/en/rss).","2026-07-29 not live (404, 0 items)",,direct
Kun.uz (English),https://kun.uz,,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. News portal; no working RSS: this URL serves HTML; needs an HTML parser; served HTML not XML (ctype=text/html; charset=utf-8) Feed not wired: not live (200, 0 items) (https://kun.uz/en/rss).","2026-07-29 not live (200, 0 items)",,direct
Podrobno.uz,https://podrobno.uz,,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Russian,Free,"Verified by the apac region audit, 2026-07-29. news portal; valid XML but zero items; publisher feed is empty Feed not wired: not live (200, 0 items) (https://podrobno.uz/rss/).","2026-07-29 not live (200, 0 items)",,direct
Spot.uz,https://www.spot.uz,https://www.spot.uz/rss/,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Russian,Free,"Verified by the apac region audit, 2026-07-29. Business/tech publisher",2026-07-29 200 ok,rss,direct
Uzbekistan Newsline (UzA),https://uza.uz,https://uza.uz/en/rss,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. state news agency",2026-07-29 200 ok,rss,direct
UzDaily (English),https://www.uzdaily.uz,https://www.uzdaily.uz/en/rss,,Uzbekistan,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Business news agency",2026-07-29 200 ok,rss,direct
Banca y Negocios,https://www.bancaynegocios.com,,,Venezuela,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. NEEDS-HTML. server aborts the connection for automated clients (HTTP/2 PROTOCOL_ERROR, also on HTTP/1.1); needs HTML parsing or skip [tried: https://www.bancaynegocios.com/feed/] Feed not wired: not live (0, 0 items) ().","2026-07-29 not live (0, 0 items)",,direct
Descifrado,https://www.descifrado.com,https://www.descifrado.com/feed/,,Venezuela,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
Efecto Cocuyo,https://efectococuyo.com,https://efectococuyo.com/feed/,,Venezuela,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
El Nacional,https://www.elnacional.com,https://www.elnacional.com/feed/,,Venezuela,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Spanish,Free,"Verified by the americas region audit, 2026-07-29. LIVE. verified live",2026-07-29 200 ok,rss,direct
CafeF,https://cafef.vn,https://cafef.vn/doanh-nghiep.rss,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Vietnamese,Free,"Verified by the apac region audit, 2026-07-29. Business/finance publisher",2026-07-29 200 ok,rss,direct
The Investor (VAFIE),https://theinvestor.vn,,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Investment publisher; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://theinvestor.vn/rss/home.rss).","2026-07-29 not live (404, 0 items)",,direct
Tuoi Tre News,https://tuoitrenews.vn,,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. https SSL failed; try http; valid XML but zero items; publisher feed is empty Feed not wired: not live (200, 0 items) (http://tuoitrenews.vn/rss/business.rss).","2026-07-29 not live (200, 0 items)",,direct
Vietnam Investment Review,https://vir.com.vn,,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. Foreign-investment weekly; no feed at any URL tried; needs HTML parsing Feed not wired: not live (404, 0 items) (https://vir.com.vn/rss/home.rss).","2026-07-29 not live (404, 0 items)",,direct
Vietnam News (VNS),https://vietnamnews.vn,https://vietnamnews.vn/rss/economy.rss,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,English,Free,"Verified by the apac region audit, 2026-07-29. state English daily",2026-07-29 200 ok,rss,direct
VietnamNet (Kinh doanh),https://vietnamnet.vn,https://vietnamnet.vn/rss/kinh-doanh.rss,,Vietnam,,,National,Technology News,Technology,News Organization,Funding; Executive Hire; Company Expansion,Vietnamese,Free,"Verified by the apac region audit, 2026-07-29. National online daily",2026-07-29 200 ok,rss,direct
